"","authorID","groupID","match_name","matchID","similarity","confidence","flagged","AU","AF","author_order","address","RP_address","RI","OI","EM","refID","TA","SO","UT","PT","PU","PY","university","country","state","postal_code","city","department"
"46",46,46,NA,NA,NA,NA,0,"Gasparatos, A","Gasparatos, Alexandros",2,"Univ Tokyo, Integrated Res Syst Sustainabil Sci IR3S, Tokyo, Japan.",NA,NA,NA,NA,4,"Multiple values and knowledge integration in indigenous coastal and
marine social-ecological systems research: A systematic review","ECOSYSTEM SERVICES","WOS:000469015100001","J","ELSEVIER SCIENCE BV","2019","univ tokyo","japan","tokyo",NA,"integrated res syst sustainabil sci irs",NA
"47",47,47,NA,NA,NA,NA,0,"Lam, RD","Lam, Rodolfo Dam",1,"Univ Tokyo, Grad Program Sustainabil Sci Global Leadership In, Kashiwa, Chiba, Japan.","univ tokyo, grad program sustainabil sci global leadership in, div environm studies, grad sch frontier sci, bldg environm studies,5-1-5 kashiwanoha, kashiwa, chiba 2778563, japan.",NA,NA,NA,4,"Multiple values and knowledge integration in indigenous coastal and
marine social-ecological systems research: A systematic review","ECOSYSTEM SERVICES","WOS:000469015100001","J","ELSEVIER SCIENCE BV","2019","univ tokyo","japan","chiba",NA,"kashiwa","grad program sustainabil sci global leadership in"
"48",48,48,NA,NA,NA,NA,0,"Rivera, H","Rivera, Horacio",4,"Univ Panama, Oficina Pueblos Indigenas Univ Panama OPINUP, Panama City, Panama.",NA,NA,NA,NA,4,"Multiple values and knowledge integration in indigenous coastal and
marine social-ecological systems research: A systematic review","ECOSYSTEM SERVICES","WOS:000469015100001","J","ELSEVIER SCIENCE BV","2019","univ panama","panama","panama city",NA,"oficina pueblos indigenas univ panama opinup",NA
"49",49,49,NA,NA,NA,NA,0,"Stanley, T","Stanley, Taira",5,"Univ Panama, Oficina Pueblos Indigenas Univ Panama OPINUP, Panama City, Panama.",NA,NA,NA,NA,4,"Multiple values and knowledge integration in indigenous coastal and
marine social-ecological systems research: A systematic review","ECOSYSTEM SERVICES","WOS:000469015100001","J","ELSEVIER SCIENCE BV","2019","univ panama","panama","panama city",NA,"oficina pueblos indigenas univ panama opinup",NA
"50",50,50,NA,NA,NA,NA,0,"Brena, B","Brena, B.",4,"Univ Republica, Fac Quim, Montevideo, Uruguay.",NA,NA,"0000-0002-8056-7167",NA,5,"Assessing multimetric trophic state variability during an ENSO event in
a large estuary (Rio de la Plata, South America)","REGIONAL STUDIES IN MARINE SCIENCE","WOS:000469847300008","J","ELSEVIER SCIENCE BV","2019","univ republica","uruguay","montevideo",NA,"fac quim",NA
"51",51,51,NA,NA,NA,NA,0,"Brugnoli, E","Brugnoli, E.",1,"Univ Republica, Fac Ciencias, Oceanog & Ecol Marina, Igua 4225, Montevideo, Uruguay.","univ republica, fac ciencias, oceanog & ecol marina, igua 4225, montevideo, uruguay.",NA,NA,NA,5,"Assessing multimetric trophic state variability during an ENSO event in
a large estuary (Rio de la Plata, South America)","REGIONAL STUDIES IN MARINE SCIENCE","WOS:000469847300008","J","ELSEVIER SCIENCE BV","2019","univ republica","uruguay","montevideo",NA,"igua ","fac ciencias"
"52",52,52,NA,NA,NA,NA,0,"Garcia-Rodriguez, F","Garcia-Rodriguez, F.",6,"Univ Republ, Ctr Univ Reg Este, Ruta Nacl 9,Intersecc Ruta 15, Rocha, Uruguay.",NA,NA,NA,NA,5,"Assessing multimetric trophic state variability during an ENSO event in
a large estuary (Rio de la Plata, South America)","REGIONAL STUDIES IN MARINE SCIENCE","WOS:000469847300008","J","ELSEVIER SCIENCE BV","2019","univ republ","uruguay","rocha",NA,"intersecc ruta ","ctr univ reg este"
"53",53,53,NA,NA,NA,NA,0,"Muniz, P","Muniz, P.",2,"Univ Republica, Fac Ciencias, Oceanog & Ecol Marina, Igua 4225, Montevideo, Uruguay.",NA,NA,"0000-0001-5310-3781",NA,5,"Assessing multimetric trophic state variability during an ENSO event in
a large estuary (Rio de la Plata, South America)","REGIONAL STUDIES IN MARINE SCIENCE","WOS:000469847300008","J","ELSEVIER SCIENCE BV","2019","univ republica","uruguay","montevideo",NA,"igua ","fac ciencias"
"54",54,497,"Rodriguez, AM",497,0.948484848484848,2,0,"Rodriguez, A","Rodriguez, A.",5,"Serv Evaluac Calidad & Control Ambiental, Intendencia De Montevide, Uruguay.",NA,NA,NA,NA,5,"Assessing multimetric trophic state variability during an ENSO event in
a large estuary (Rio de la Plata, South America)","REGIONAL STUDIES IN MARINE SCIENCE","WOS:000469847300008","J","ELSEVIER SCIENCE BV","2019","serv evaluac calidad & control ambiental","uruguay",NA,"encia","intend de montevide",NA
"55",55,55,NA,NA,NA,NA,0,"Venturini, N","Venturini, N.",3,"Univ Republica, Fac Ciencias, Lab Biogeoquim Marina, Igua 4225, Montevideo, Uruguay.",NA,NA,"0000-0003-3510-3053",NA,5,"Assessing multimetric trophic state variability during an ENSO event in
a large estuary (Rio de la Plata, South America)","REGIONAL STUDIES IN MARINE SCIENCE","WOS:000469847300008","J","ELSEVIER SCIENCE BV","2019","univ republica","uruguay","montevideo",NA,"igua ","fac ciencias"
"56",56,56,NA,NA,NA,NA,0,"Gomez, NE","Gomez, Nelida E.",2,"REDOXIGEN Inc, Bldg 235, Panama City, Panama.",NA,NA,NA,NA,6,"Personal Memories of Professor Thomas Hartmann, Chemical Ecologist in
Heart and Soul","JOURNAL OF CHEMICAL ECOLOGY","WOS:000464884200001","J","SPRINGER","2019","redoxigen inc","panama","panama city",NA,"bldg ",NA
"57",57,57,NA,NA,NA,NA,0,"Pasteels, J","Pasteels, Jacques",1,"Univ Libre Bruxelles, Evolutionary Biol & Ecol, CP 160-12,Ave FD Roosevelt 50, B-1050 Brussels, Belgium.","univ libre bruxelles, evolutionary biol & ecol, cp 160-12,ave fd roosevelt 50, b-1050 brussels, belgium.",NA,NA,NA,6,"Personal Memories of Professor Thomas Hartmann, Chemical Ecologist in
Heart and Soul","JOURNAL OF CHEMICAL ECOLOGY","WOS:000464884200001","J","SPRINGER","2019","univ libre bruxelles","belgium",NA,"1050"," brussels","evolutionary biol & ecol"
"58",58,58,NA,NA,NA,NA,0,"Calonje, M","Calonje, Michael",4,"Montgomery Bot Ctr, 11901 Old Cutler Rd, Miami, FL 33156 USA.",NA,NA,NA,NA,7,"Molecular and Morphological Phylogenetic Analyses of New World Cycad
Beetles: What They Reveal about Cycad Evolution in the New World","DIVERSITY-BASEL","WOS:000436493800022","J","MDPI","2018","montgomery bot ctr","usa","fl","33156","miami","11901 old cutler rd"
"59",59,59,NA,NA,NA,NA,0,"Franz, NM","Franz, Nico M.",5,"Arizona State Univ, Sch Life Sci, POB 874501, Tempe, AZ 85287 USA.",NA,NA,"0000-0001-7089-7018",NA,7,"Molecular and Morphological Phylogenetic Analyses of New World Cycad
Beetles: What They Reveal about Cycad Evolution in the New World","DIVERSITY-BASEL","WOS:000436493800022","J","MDPI","2018","arizona state univ","usa","az","85287","tempe","pob 874501"
"60",60,60,NA,NA,NA,NA,0,"Johnston, MA","Johnston, M. Andrew",6,"Arizona State Univ, Sch Life Sci, POB 874501, Tempe, AZ 85287 USA.",NA,NA,"0000-0002-0166-6985"," ajohnston@asu.edu",7,"Molecular and Morphological Phylogenetic Analyses of New World Cycad
Beetles: What They Reveal about Cycad Evolution in the New World","DIVERSITY-BASEL","WOS:000436493800022","J","MDPI","2018","arizona state univ","usa","az","85287","tempe","pob 874501"
"61",61,61,NA,NA,NA,NA,0,"Lazcano-Lara, JC","Lazcano-Lara, Julio C.",11,"Univ Puerto Rico, Dept Biol, Rio Piedras,POB 23360, San Juan, PR 00931 USA.",NA,NA,NA,NA,7,"Molecular and Morphological Phylogenetic Analyses of New World Cycad
Beetles: What They Reveal about Cycad Evolution in the New World","DIVERSITY-BASEL","WOS:000436493800022","J","MDPI","2018","univ puerto rico","usa","pr","00931","san juan","pob 23360"
"62",62,62,NA,NA,NA,NA,0,"Lindstrom, A","Lindstrom, Anders",14,"Nong Nooch Trop Bot Garden, 34-1 Moo 7 Jomtien, Sattahip 20250, Chonburi, Thailand.",NA,NA,NA,"
ajlindstrom71@gmail.com",7,"Molecular and Morphological Phylogenetic Analyses of New World Cycad
Beetles: What They Reveal about Cycad Evolution in the New World","DIVERSITY-BASEL","WOS:000436493800022","J","MDPI","2018","nong nooch trop bot garden","thailand","chonburi"," 20250","sattahip","34-1 moo 7 jomtien"
"63",63,63,NA,NA,NA,NA,0,"Lopez-Gallego, C","Lopez-Gallego, Cristina",13,"Univ Antioquia, Inst Biol, Medellin AA1226, Colombia.",NA,NA,NA,NA,7,"Molecular and Morphological Phylogenetic Analyses of New World Cycad
Beetles: What They Reveal about Cycad Evolution in the New World","DIVERSITY-BASEL","WOS:000436493800022","J","MDPI","2018","univ antioquia","colombia","medellin aa",NA,"inst biol",NA
"64",64,64,NA,NA,NA,NA,0,"O'Brien, CW","O'Brien, Charles W.",3,"2313W Calle Balaustre, Green Valley, AZ 85622 USA.",NA,NA,NA,NA,7,"Molecular and Morphological Phylogenetic Analyses of New World Cycad
Beetles: What They Reveal about Cycad Evolution in the New World","DIVERSITY-BASEL","WOS:000436493800022","J","MDPI","2018","2313w calle balaustre","usa","az","85622","green valley",NA
"65",65,65,NA,NA,NA,NA,0,"Perez-Farrera, MA","Angel Perez-Farrera, Miguel",9,"Univ Ciencias & Artes Chiapas, Fac Ciencias Biol, HEM, Libramiento Norte Poniente 1150,Col Lajas Maciel, Tuxtla Gutierrez 29039, Chiapas, Mexico.",NA,NA,NA,"
perezfarreram@yahoo.com.mx",7,"Molecular and Morphological Phylogenetic Analyses of New World Cycad
Beetles: What They Reveal about Cycad Evolution in the New World","DIVERSITY-BASEL","WOS:000436493800022","J","MDPI","2018","univ ciencias & artes chiapas","mexico","chiapas"," 29039","tuxtla gutierrez","fac ciencias biol"
