"","authorID","groupID","match_name","matchID","similarity","confidence","flagged","AU","AF","author_order","address","RP_address","RI","OI","EM","refID","TA","SO","UT","PT","PU","PY","university","country","state","postal_code","city","department"
"11",11,2075,NA,2075,NA,NA,0,"Chao, WC","Chao, Wei-Chun",13,"Natl Chiayi Univ, Dept Forestry & Nat Resources, Chiayi, Taiwan.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","natl chiayi univ","taiwan","chiayi",NA,"dept forestry & nat resources",NA
"12",12,2243,NA,NA,NA,NA,0,"Chisholm, RA","Chisholm, Ryan A.",2,"Natl Univ Singapore, Dept Biol Sci, Singapore, Singapore.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","natl univ singapore","singapore","singapore",NA,"dept biol sci",NA
"13",13,1708,NA,1708,NA,NA,0,"Clay, K","Clay, Keith",14,"Indiana Univ, Dept Biol, Bloomington, IN USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","indiana univ","usa","in",NA,"bloomington",NA
"14",14,515,NA,515,NA,NA,0,"Condit, R","Condit, Richard",15,"Field Museum Nat Hist, Chicago, IL 60605 USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","field museum nat hist","usa","il","60605","chicago",NA
"15",15,2081,"Cordell, Susan",1644,1,5,0,"Cordell, S","Cordell, Susan",16,"Inst Pacific Isl Forestry, Pacific Southwest Res Stn, Hilo, HI USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","inst pacific isl forestry","usa","hi",NA,"hilo",NA
"16",16,7272,NA,7272,NA,NA,0,"da Silva, JB","da Silva, Joao Batista",17,"INPA, PDBFF, Manaus, Amazonas, Brazil.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","inpa","brazil","amazonas",NA,"manaus","pdbff"
"17",17,2082,NA,2082,NA,NA,0,"Dattaraja, HS","Dattaraja, H. S.",18,"Indian Inst Sci, Ctr Ecol Sci, Bangalore, Karnataka, India.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","indian inst sci","india",NA,"rnata","kaka","indian inst sci"
"18",18,766,NA,NA,NA,NA,0,"Davies, SJ","Davies, Stuart J.",3,"Smithsonian Trop Res Inst, Forest Global Earth Observ, Balboa, Panama.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","smithsonian trop res inst","panama","balboa",NA,"forest global earth observ","smithsonian trop res inst"
"19",19,19,NA,NA,NA,NA,0,"de Andrade, ACS","Segalin de Andrade, Ana Cristina",19,"INPA, PDBFF, Manaus, Amazonas, Brazil.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","inpa","brazil","amazonas",NA,"manaus","pdbff"
"20",20,20,NA,NA,NA,NA,0,"de Oliveira, AA","de Oliveira, Alexandre A.",20,"Univ Sao Paulo, Inst Biociencias, Sao Paulo, Brazil.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ sao paulo","brazil","sao paulo","encia","inst biocis",NA
"21",21,21,NA,NA,NA,NA,0,"den Ouden, J","den Ouden, Jan",21,"Wageningen Univ, Dept Environm Sci, Wageningen, Netherlands.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","wageningen univ","netherlands","wageningen",NA,"dept environm sci",NA
"22",22,7387,NA,7387,NA,NA,0,"Drescher, M","Drescher, Michael",22,"Univ Waterloo, Fac Environm, Sch Planning, Waterloo, ON, Canada.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ waterloo","canada","on",NA,"waterloo","fac environm"
"23",23,4676,NA,389,NA,NA,0,"Fletcher, C","Fletcher, Christine",23,"Forest Res Inst Malaysia, Selangor Darul Ehsan, Malaysia.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","forest res inst malaysia","malaysia",NA,NA,"selangor darul ehsan","forest res inst malaysia"
"24",24,2440,NA,2440,NA,NA,0,"Fung, T","Fung, Tak",85,"Natl Univ Singapore, Dept Biol Sci, Singapore, Singapore.","natl univ singapore, dept biol sci, singapore, singapore.",NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","natl univ singapore","singapore","singapore",NA,"dept biol sci",NA
"25",25,1648,NA,NA,NA,NA,0,"Giardina, CP","Giardina, Christian P.",24,"Inst Pacific Isl Forestry, Pacific Southwest Res Stn, Hilo, HI USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","inst pacific isl forestry","usa","hi",NA,"hilo",NA
"26",26,6226,NA,6226,NA,NA,0,"Gunatilleke, CVS","Gunatilleke, C. V. Savitri",25,"Univ Peradeniya, Fac Sci, Dept Bot, Peradeniya, Sri Lanka.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ peradeniya","sri lanka","peradeniya",NA,"dept bot","fac sci"
"27",27,6227,NA,6227,NA,NA,0,"Gunatilleke, IAUN","Gunatilleke, I. A. U. Nimal",26,"Univ Peradeniya, Fac Sci, Dept Bot, Peradeniya, Sri Lanka.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ peradeniya","sri lanka","peradeniya",NA,"dept bot","fac sci"
"28",28,28,NA,NA,NA,NA,0,"Hau, BCH","Hau, Billy C. H.",27,"Univ Hong Kong, Sch Biol Sci, Pokfulam, Hong Kong, Peoples R China.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ hong kong","peoples r china","hong kong",NA,"pokfulam","sch biol sci"
"29",29,1165,NA,1165,NA,NA,0,"He, FL","He, Fangliang",28,"Univ Alberta, Dept Renewable Resources, Edmonton, AB, Canada.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ alberta","canada","ab",NA,"edmonton","dept renewable resources"
"30",30,391,NA,391,NA,NA,0,"Howe, R","Howe, Robert",29,"Univ Wisconsin, Cofrin Ctr Biodivers, Green Bay, WI 54302 USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ wisconsin","usa","wi","54302","green bay","cofrin ctr biodivers"
"31",31,1651,NA,1651,NA,NA,0,"Hsieh, CF","Hsieh, Chang-Fu",30,"Natl Taiwan Univ, Inst Ecol & Evolutionary Biol, Taipei, Taiwan.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","natl taiwan univ","taiwan","taipei",NA,"inst ecol & evolutionary biol",NA
"32",32,516,NA,1031,NA,NA,0,"Hubbell, S","Hubbell, Stephen",31,"Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, CA USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ calif los angeles","usa","ca",NA,"los angeles",NA
"33",33,33,NA,NA,NA,NA,0,"Inman-Narahari, FM","Inman-Narahari, Faith M.",32,"Inst Pacific Isl Forestry, Pacific Southwest Res Stn, Hilo, HI USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","inst pacific isl forestry","usa","hi",NA,"hilo",NA
"34",34,561,NA,NA,NA,NA,0,"Jansen, PA","Jansen, Patrick A.",33,"Smithsonian Trop Res Inst, Forest Global Earth Observ, Balboa, Panama.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","smithsonian trop res inst","panama","balboa",NA,"forest global earth observ","smithsonian trop res inst"
"35",35,1654,NA,NA,NA,NA,0,"Johnson, DJ","Johnson, Daniel J.",34,"Univ Florida, Sch Forest Resources & Conservat, Gainesville, FL 32611 USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ florida","usa","fl","32611","gainesville","sch forest resources & conservat"
"36",36,36,NA,NA,NA,NA,0,"Kong, LS","Kong, Lee Sing",35,"Nanyang Technol Univ, Natl Inst Educ, Nat Sci & Sci Educ, Singapore, Singapore.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","nanyang technol univ","singapore","singapore",NA,"nat sci & sci educ","natl inst educ"
"37",37,1035,NA,1035,NA,NA,0,"Kr?l, K","Kral, Kamil",36,"Silva Tarouca Res Inst, Dept Forest Ecol, Brno, Czech Republic.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","silva tarouca res inst","czech republic","brno",NA,"dept forest ecol","silva tarouca res inst"
"38",38,38,NA,NA,NA,NA,0,"Ku, CC","Ku, Chen-Chia",37,"Natl Chiayi Univ, Dept Forestry & Nat Resources, Chiayi, Taiwan.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","natl chiayi univ","taiwan","chiayi",NA,"dept forestry & nat resources",NA
"39",39,1036,NA,1036,NA,NA,0,"Lai, JS","Lai, Jiangshan",38,"Chinese Acad Sci, Inst Bot, Beijing, Peoples R China.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","chinese acad sci","peoples r china","beijing",NA,"inst bot","inst bot"
"40",40,40,NA,NA,NA,NA,0,"Larson, AJ","Larson, Andrew J.",39,"Univ Montana, WA Franke Coll Forestry & Conservat, Missoula, MT 59812 USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ montana","usa","mt","59812","missoula","wa franke coll forestry & conservat"
"41",41,1038,"Li, Xiankun",1038,1,4,0,"Li, XK","Li, Xiankun",40,"Chinese Acad Sci, Guangxi Inst Bot, Guilin, Guangxi, Peoples R China.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","chinese acad sci","peoples r china","guangxi",NA,"guilin","guangxi inst bot"
"42",42,1039,NA,1039,NA,NA,0,"Li, YD","Li, Yide",41,"Chinese Acad Forestry, Res Inst Trop Forestry, Guangzhou, Guangdong, Peoples R China.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","chinese acad forestry","peoples r china","guangdong",NA,"guangzhou","res inst trop forestry"
"43",43,395,NA,395,NA,NA,0,"Lin, LX","Lin, Luxiang",42,"Chinese Acad Sci, Xishuangbanna Trop Bot Garden, Kunming, Yunnan, Peoples R China.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","chinese acad sci","peoples r china","yunnan",NA,"kunming","xishuangbanna trop bot garden"
"44",44,3697,NA,3697,NA,NA,0,"Lin, YC","Lin, YiChing",43,"Tunghai Univ, Dept Life Sci, Taichung, Taiwan.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","tunghai univ","taiwan","taichung",NA,"dept life sci",NA
"45",45,2113,NA,2113,NA,NA,0,"Liu, SR","Liu, Shirong",44,"Chinese Acad Forestry, Res Inst Forest Ecol Environm & Protect, Beijing, Peoples R China.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","chinese acad forestry","peoples r china","beijing",NA,"res inst forest ecol environm & protect","res inst forest ecol environm & protect"
"46",46,1659,NA,1659,NA,NA,0,"Lum, SKY","Lum, Shawn K. Y.",45,"Nanyang Technol Univ, Natl Inst Educ, Nat Sci & Sci Educ, Singapore, Singapore.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","nanyang technol univ","singapore","singapore",NA,"nat sci & sci educ","natl inst educ"
"47",47,452,NA,NA,NA,NA,0,"Lutz, JA","Lutz, James A.",46,"Utah State Univ, Wildland Resources Dept, Logan, UT 84322 USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","utah state univ","usa","ut","84322","logan","wildland resources dept"
"48",48,397,NA,397,NA,NA,0,"Ma, KP","Ma, Keping",47,"Chinese Acad Sci, Inst Bot, Beijing, Peoples R China.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","chinese acad sci","peoples r china","beijing",NA,"inst bot","inst bot"
"49",49,1102,NA,1102,NA,NA,0,"Malhi, Y","Malhi, Yadvinder",48,"Univ Oxford, Sch Geog & Environm, Oxford, England.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ oxford","england","oxford",NA,"sch geog & environm",NA
"50",50,984,NA,984,NA,NA,0,"McMahon, S","McMahon, Sean",49,"Smithsonian Environm Res Ctr, POB 28, Edgewater, MD 21037 USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","smithsonian environm res ctr","usa","md","21037","edgewater","pob 28"
"51",51,2120,NA,1047,NA,NA,0,"McShea, W","McShea, William",50,"Smithsonian Conservat Biol Inst, Front Royal, VA USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","smithsonian conservat biol inst","usa","va",NA,"front royal",NA
"52",52,52,NA,NA,NA,NA,0,"Menge, DNL","Menge, Duncan N. L.",1,"Columbia Univ, Dept Ecol Evolut & Environm Biol, New York, NY USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","columbia univ","usa","ny",NA,"new york",NA
"53",53,398,NA,398,NA,NA,0,"Mi, XC","Mi, Xiangcheng",51,"Chinese Acad Sci, Inst Bot, Beijing, Peoples R China.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","chinese acad sci","peoples r china","beijing",NA,"inst bot","inst bot"
"54",54,2123,NA,2123,NA,NA,0,"Morecroft, M","Morecroft, Michael",52,"Univ Oxford, Sch Geog & Environm, Oxford, England.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ oxford","england","oxford",NA,"sch geog & environm",NA
"55",55,55,NA,NA,NA,NA,0,"Myers, JA","Myers, Jonathan A.",53,"Washington Univ, Dept Biol, Campus Box 1137, St Louis, MO 63130 USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","washington univ","usa","mo","63130","st louis","campus box 1137"
"56",56,6587,"Nathalang, A.",6587,0.926315789473684,4,0,"Nathalang, A","Nathalang, Anuttara",54,"Natl Ctr Genet Engn & Biotechnol, Klongluang, Pathum Thani, Thailand.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","natl ctr genet engn & biotechnol","thailand","pathum thani",NA,"klongluang",NA
"57",57,2126,NA,1141,NA,NA,0,"Novotny, V","Novotny, Vojtech",55,"Univ South Bohemia, Czech Acad Sci, Biol Ctr, Ceske Budejovice, Czech Republic.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ south bohemia","czech republic","ceske budejovice",NA,"biol ctr","czech acad sci"
"58",58,2128,NA,NA,1,5,0,"Ong, P","Ong, Perry",56,"Univ Philippines, Inst Biol, Quezon City, Philippines.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ philippines","philippines","quezon city",NA,"inst biol",NA
"59",59,59,NA,NA,NA,NA,0,"Orwig, DA","Orwig, David A.",57,"Harvard Univ, Harvard Forest, Petersham, MA USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","harvard univ","usa","ma",NA,"petersham",NA
"60",60,1667,NA,1667,NA,NA,0,"Ostertag, R","Ostertag, Rebecca",58,"Univ Hawaii, Dept Biol, Hilo, HI 96720 USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ hawaii","usa","hi","96720","hilo","dept biol"
"61",61,6838,NA,478,NA,NA,0,"Parker, G","Parker, Geoffrey",59,"Smithsonian Environm Res Ctr, POB 28, Edgewater, MD 21037 USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","smithsonian environm res ctr","usa","md","21037","edgewater","pob 28"
"62",62,1712,NA,NA,NA,NA,0,"Phillips, RP","Phillips, Richard P.",60,"Indiana Univ, Dept Biol, Bloomington, IN USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","indiana univ","usa","in",NA,"bloomington",NA
"63",63,863,NA,863,NA,NA,0,"Sack, L","Sack, Lawren",62,"Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, CA USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","univ calif los angeles","usa","ca",NA,"los angeles",NA
"64",64,6843,NA,6843,NA,NA,0,"Sang, WG","Sang, Weiguo",63,"Chinese Acad Sci, Inst Bot, Beijing, Peoples R China.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","chinese acad sci","peoples r china","beijing",NA,"inst bot","inst bot"
"65",65,1060,NA,1060,NA,NA,0,"Shen, GC","Shen, Guochun",64,"East China Normal Univ, Tiantong Natl Forest Ecosyst Observat & Res Stn, Shanghai, Peoples R China.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","east china normal univ","peoples r china","shanghai",NA,"tiantong natl forest ecosyst observat & res stn",NA
"66",66,66,NA,NA,NA,NA,0,"Shringi, A","Shringi, Ankur",65,"Indian Inst Sci, Ctr Ecol Sci, Bangalore, Karnataka, India.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","indian inst sci","india",NA,"rnata","kaka","indian inst sci"
"67",67,67,NA,NA,NA,NA,0,"Shue, J","Shue, Jessica",66,"Smithsonian Environm Res Ctr, POB 28, Edgewater, MD 21037 USA.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","smithsonian environm res ctr","usa","md","21037","edgewater","pob 28"
"68",68,2137,NA,400,NA,NA,0,"Su, SH","Su, Sheng-Hsin",67,"Taiwan Forestry Res Inst, Forest Management Div, Taipei, Taiwan.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","taiwan forestry res inst","taiwan","taipei",NA,"forest management div","taiwan forestry res inst"
"69",69,2138,NA,2138,NA,NA,0,"Sukumar, R","Sukumar, Raman",68,"Indian Inst Sci, Ctr Ecol Sci, Bangalore, Karnataka, India.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","indian inst sci","india",NA,"rnata","kaka","indian inst sci"
"70",70,1064,"Sun, I-Fang",2540,1,5,0,"Sun, IF","Sun, I-Fang",69,"Natl Taiwan Univ, Inst Ecol & Evolutionary Biol, Taipei, Taiwan.",NA,NA,NA,NA,1,"Patterns of nitrogen-fixing tree abundance in forests across Asia and
America","JOURNAL OF ECOLOGY","WOS:000491025800008","J",NA,"2019","natl taiwan univ","taiwan","taipei",NA,"inst ecol & evolutionary biol",NA
